date,datetime,tickersymbol,price,close,best-bid,best-ask,spread
2026-01-05,2026-01-05 09:19:00.000000,VN30F1M,2035.4,2035.4,2035.3000000000002,2035.5,0.1999999999998181
2026-01-05,2026-01-05 09:20:00.000000,VN30F1M,2033.9,2033.9,2033.8000000000002,2034.0,0.1999999999998181
2026-01-05,2026-01-05 09:21:00.000000,VN30F1M,2034.3,2034.3,2034.2,2034.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 09:22:00.000000,VN30F1M,2033.3,2033.3,2033.2,2033.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 09:23:00.000000,VN30F1M,2032.6,2032.6,2032.5,2032.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 09:24:00.000000,VN30F1M,2031.9,2031.9,2031.8000000000002,2032.0,0.1999999999998181
2026-01-05,2026-01-05 09:25:00.000000,VN30F1M,2032.6,2032.6,2032.5,2032.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 09:26:00.000000,VN30F1M,2033.7,2033.7,2033.6000000000001,2033.8,0.1999999999998181
2026-01-05,2026-01-05 09:27:00.000000,VN30F1M,2033.9,2033.9,2033.8000000000002,2034.0,0.1999999999998181
2026-01-05,2026-01-05 09:28:00.000000,VN30F1M,2032.8,2032.8,2032.7,2032.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 09:29:00.000000,VN30F1M,2033.5,2033.5,2033.4,2033.6,0.1999999999998181
2026-01-05,2026-01-05 09:30:00.000000,VN30F1M,2033.0,2033.0,2032.9,2033.1,0.1999999999998181
2026-01-05,2026-01-05 09:31:00.000000,VN30F1M,2032.0,2032.0,2031.9,2032.1,0.1999999999998181
2026-01-05,2026-01-05 09:32:00.000000,VN30F1M,2031.0,2031.0,2030.9,2031.1,0.1999999999998181
2026-01-05,2026-01-05 09:33:00.000000,VN30F1M,2031.9,2031.9,2031.8000000000002,2032.0,0.1999999999998181
2026-01-05,2026-01-05 09:34:00.000000,VN30F1M,2030.0,2030.0,2029.9,2030.1,0.1999999999998181
2026-01-05,2026-01-05 09:35:00.000000,VN30F1M,2030.2,2030.2,2030.1000000000001,2030.3,0.1999999999998181
2026-01-05,2026-01-05 09:36:00.000000,VN30F1M,2029.5,2029.5,2029.4,2029.6,0.1999999999998181
2026-01-05,2026-01-05 09:37:00.000000,VN30F1M,2028.9,2028.9,2028.8000000000002,2029.0,0.1999999999998181
2026-01-05,2026-01-05 09:38:00.000000,VN30F1M,2027.6,2027.6,2027.5,2027.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 09:39:00.000000,VN30F1M,2023.2,2023.2,2023.1000000000001,2023.3,0.1999999999998181
2026-01-05,2026-01-05 09:40:00.000000,VN30F1M,2022.5,2022.5,2022.4,2022.6,0.1999999999998181
2026-01-05,2026-01-05 09:41:00.000000,VN30F1M,2021.0,2021.0,2020.9,2021.1,0.1999999999998181
2026-01-05,2026-01-05 09:42:00.000000,VN30F1M,2019.1,2019.1,2019.0,2019.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 09:43:00.000000,VN30F1M,2019.4,2019.4,2019.3000000000002,2019.5,0.1999999999998181
2026-01-05,2026-01-05 09:44:00.000000,VN30F1M,2019.3,2019.3,2019.2,2019.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 09:45:00.000000,VN30F1M,2019.5,2019.5,2019.4,2019.6,0.1999999999998181
2026-01-05,2026-01-05 09:46:00.000000,VN30F1M,2021.5,2021.5,2021.4,2021.6,0.1999999999998181
2026-01-05,2026-01-05 09:47:00.000000,VN30F1M,2021.9,2021.9,2021.8000000000002,2022.0,0.1999999999998181
2026-01-05,2026-01-05 09:48:00.000000,VN30F1M,2019.3,2019.3,2019.2,2019.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 09:49:00.000000,VN30F1M,2017.5,2017.5,2017.4,2017.6,0.1999999999998181
2026-01-05,2026-01-05 09:50:00.000000,VN30F1M,2019.4,2019.4,2019.3000000000002,2019.5,0.1999999999998181
2026-01-05,2026-01-05 09:51:00.000000,VN30F1M,2020.2,2020.2,2020.1000000000001,2020.3,0.1999999999998181
2026-01-05,2026-01-05 09:52:00.000000,VN30F1M,2020.1,2020.1,2020.0,2020.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 09:53:00.000000,VN30F1M,2019.0,2019.0,2018.9,2019.1,0.1999999999998181
2026-01-05,2026-01-05 09:54:00.000000,VN30F1M,2017.7,2017.7,2017.6000000000001,2017.8,0.1999999999998181
2026-01-05,2026-01-05 09:55:00.000000,VN30F1M,2017.7,2017.7,2017.6000000000001,2017.8,0.1999999999998181
2026-01-05,2026-01-05 09:56:00.000000,VN30F1M,2019.0,2019.0,2018.9,2019.1,0.1999999999998181
2026-01-05,2026-01-05 09:57:00.000000,VN30F1M,2019.2,2019.2,2019.1000000000001,2019.3,0.1999999999998181
2026-01-05,2026-01-05 09:58:00.000000,VN30F1M,2019.0,2019.0,2018.9,2019.1,0.1999999999998181
2026-01-05,2026-01-05 09:59:00.000000,VN30F1M,2018.5,2018.5,2018.4,2018.6,0.1999999999998181
2026-01-05,2026-01-05 10:00:00.000000,VN30F1M,2018.9,2018.9,2018.8000000000002,2019.0,0.1999999999998181
2026-01-05,2026-01-05 10:01:00.000000,VN30F1M,2018.5,2018.5,2018.4,2018.6,0.1999999999998181
2026-01-05,2026-01-05 10:02:00.000000,VN30F1M,2018.9,2018.9,2018.8000000000002,2019.0,0.1999999999998181
2026-01-05,2026-01-05 10:03:00.000000,VN30F1M,2018.6,2018.6,2018.5,2018.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:04:00.000000,VN30F1M,2019.7,2019.7,2019.6000000000001,2019.8,0.1999999999998181
2026-01-05,2026-01-05 10:05:00.000000,VN30F1M,2020.1,2020.1,2020.0,2020.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:06:00.000000,VN30F1M,2019.3,2019.3,2019.2,2019.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:07:00.000000,VN30F1M,2019.6,2019.6,2019.5,2019.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:08:00.000000,VN30F1M,2019.6,2019.6,2019.5,2019.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:09:00.000000,VN30F1M,2020.0,2020.0,2019.9,2020.1,0.1999999999998181
2026-01-05,2026-01-05 10:10:00.000000,VN30F1M,2018.0,2018.0,2017.9,2018.1,0.1999999999998181
2026-01-05,2026-01-05 10:11:00.000000,VN30F1M,2018.5,2018.5,2018.4,2018.6,0.1999999999998181
2026-01-05,2026-01-05 10:12:00.000000,VN30F1M,2019.1,2019.1,2019.0,2019.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:13:00.000000,VN30F1M,2019.6,2019.6,2019.5,2019.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:14:00.000000,VN30F1M,2019.4,2019.4,2019.3000000000002,2019.5,0.1999999999998181
2026-01-05,2026-01-05 10:15:00.000000,VN30F1M,2019.1,2019.1,2019.0,2019.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:16:00.000000,VN30F1M,2018.5,2018.5,2018.4,2018.6,0.1999999999998181
2026-01-05,2026-01-05 10:17:00.000000,VN30F1M,2017.9,2017.9,2017.8000000000002,2018.0,0.1999999999998181
2026-01-05,2026-01-05 10:18:00.000000,VN30F1M,2018.8,2018.8,2018.7,2018.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:19:00.000000,VN30F1M,2018.5,2018.5,2018.4,2018.6,0.1999999999998181
2026-01-05,2026-01-05 10:20:00.000000,VN30F1M,2019.4,2019.4,2019.3000000000002,2019.5,0.1999999999998181
2026-01-05,2026-01-05 10:21:00.000000,VN30F1M,2020.7,2020.7,2020.6000000000001,2020.8,0.1999999999998181
2026-01-05,2026-01-05 10:22:00.000000,VN30F1M,2020.9,2020.9,2020.8000000000002,2021.0,0.1999999999998181
2026-01-05,2026-01-05 10:23:00.000000,VN30F1M,2018.3,2018.3,2018.2,2018.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:24:00.000000,VN30F1M,2018.3,2018.3,2018.2,2018.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:25:00.000000,VN30F1M,2019.1,2019.1,2019.0,2019.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:26:00.000000,VN30F1M,2020.4,2020.4,2020.3000000000002,2020.5,0.1999999999998181
2026-01-05,2026-01-05 10:27:00.000000,VN30F1M,2020.9,2020.9,2020.8000000000002,2021.0,0.1999999999998181
2026-01-05,2026-01-05 10:28:00.000000,VN30F1M,2020.0,2020.0,2019.9,2020.1,0.1999999999998181
2026-01-05,2026-01-05 10:29:00.000000,VN30F1M,2023.4,2023.4,2023.3000000000002,2023.5,0.1999999999998181
2026-01-05,2026-01-05 10:30:00.000000,VN30F1M,2022.5,2022.5,2022.4,2022.6,0.1999999999998181
2026-01-05,2026-01-05 10:31:00.000000,VN30F1M,2022.5,2022.5,2022.4,2022.6,0.1999999999998181
2026-01-05,2026-01-05 10:32:00.000000,VN30F1M,2022.7,2022.7,2022.6000000000001,2022.8,0.1999999999998181
2026-01-05,2026-01-05 10:33:00.000000,VN30F1M,2021.9,2021.9,2021.8000000000002,2022.0,0.1999999999998181
2026-01-05,2026-01-05 10:34:00.000000,VN30F1M,2021.9,2021.9,2021.8000000000002,2022.0,0.1999999999998181
2026-01-05,2026-01-05 10:35:00.000000,VN30F1M,2021.3,2021.3,2021.2,2021.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:36:00.000000,VN30F1M,2021.5,2021.5,2021.4,2021.6,0.1999999999998181
2026-01-05,2026-01-05 10:37:00.000000,VN30F1M,2020.7,2020.7,2020.6000000000001,2020.8,0.1999999999998181
2026-01-05,2026-01-05 10:38:00.000000,VN30F1M,2020.5,2020.5,2020.4,2020.6,0.1999999999998181
2026-01-05,2026-01-05 10:39:00.000000,VN30F1M,2021.0,2021.0,2020.9,2021.1,0.1999999999998181
2026-01-05,2026-01-05 10:40:00.000000,VN30F1M,2019.2,2019.2,2019.1000000000001,2019.3,0.1999999999998181
2026-01-05,2026-01-05 10:41:00.000000,VN30F1M,2018.3,2018.3,2018.2,2018.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:42:00.000000,VN30F1M,2019.0,2019.0,2018.9,2019.1,0.1999999999998181
2026-01-05,2026-01-05 10:43:00.000000,VN30F1M,2019.6,2019.6,2019.5,2019.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:44:00.000000,VN30F1M,2019.2,2019.2,2019.1000000000001,2019.3,0.1999999999998181
2026-01-05,2026-01-05 10:45:00.000000,VN30F1M,2019.4,2019.4,2019.3000000000002,2019.5,0.1999999999998181
2026-01-05,2026-01-05 10:46:00.000000,VN30F1M,2018.7,2018.7,2018.6000000000001,2018.8,0.1999999999998181
2026-01-05,2026-01-05 10:47:00.000000,VN30F1M,2018.5,2018.5,2018.4,2018.6,0.1999999999998181
2026-01-05,2026-01-05 10:48:00.000000,VN30F1M,2018.6,2018.6,2018.5,2018.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:49:00.000000,VN30F1M,2019.3,2019.3,2019.2,2019.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:50:00.000000,VN30F1M,2019.3,2019.3,2019.2,2019.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:51:00.000000,VN30F1M,2021.3,2021.3,2021.2,2021.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:52:00.000000,VN30F1M,2021.5,2021.5,2021.4,2021.6,0.1999999999998181
2026-01-05,2026-01-05 10:53:00.000000,VN30F1M,2020.8,2020.8,2020.7,2020.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:54:00.000000,VN30F1M,2021.8,2021.8,2021.7,2021.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 10:55:00.000000,VN30F1M,2021.6,2021.6,2021.5,2021.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:56:00.000000,VN30F1M,2021.6,2021.6,2021.5,2021.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 10:57:00.000000,VN30F1M,2022.4,2022.4,2022.3000000000002,2022.5,0.1999999999998181
2026-01-05,2026-01-05 10:58:00.000000,VN30F1M,2021.9,2021.9,2021.8000000000002,2022.0,0.1999999999998181
2026-01-05,2026-01-05 10:59:00.000000,VN30F1M,2021.0,2021.0,2020.9,2021.1,0.1999999999998181
2026-01-05,2026-01-05 11:00:00.000000,VN30F1M,2021.1,2021.1,2021.0,2021.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 11:01:00.000000,VN30F1M,2022.5,2022.5,2022.4,2022.6,0.1999999999998181
2026-01-05,2026-01-05 11:02:00.000000,VN30F1M,2022.2,2022.2,2022.1000000000001,2022.3,0.1999999999998181
2026-01-05,2026-01-05 11:03:00.000000,VN30F1M,2021.0,2021.0,2020.9,2021.1,0.1999999999998181
2026-01-05,2026-01-05 11:04:00.000000,VN30F1M,2020.7,2020.7,2020.6000000000001,2020.8,0.1999999999998181
2026-01-05,2026-01-05 11:05:00.000000,VN30F1M,2020.2,2020.2,2020.1000000000001,2020.3,0.1999999999998181
2026-01-05,2026-01-05 11:06:00.000000,VN30F1M,2021.0,2021.0,2020.9,2021.1,0.1999999999998181
2026-01-05,2026-01-05 11:07:00.000000,VN30F1M,2022.0,2022.0,2021.9,2022.1,0.1999999999998181
2026-01-05,2026-01-05 11:08:00.000000,VN30F1M,2021.0,2021.0,2020.9,2021.1,0.1999999999998181
2026-01-05,2026-01-05 11:09:00.000000,VN30F1M,2021.2,2021.2,2021.1000000000001,2021.3,0.1999999999998181
2026-01-05,2026-01-05 11:10:00.000000,VN30F1M,2021.7,2021.7,2021.6000000000001,2021.8,0.1999999999998181
2026-01-05,2026-01-05 11:11:00.000000,VN30F1M,2023.3,2023.3,2023.2,2023.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 11:12:00.000000,VN30F1M,2023.5,2023.5,2023.4,2023.6,0.1999999999998181
2026-01-05,2026-01-05 11:13:00.000000,VN30F1M,2023.3,2023.3,2023.2,2023.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 11:14:00.000000,VN30F1M,2023.2,2023.2,2023.1000000000001,2023.3,0.1999999999998181
2026-01-05,2026-01-05 11:15:00.000000,VN30F1M,2022.8,2022.8,2022.7,2022.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 11:16:00.000000,VN30F1M,2022.5,2022.5,2022.4,2022.6,0.1999999999998181
2026-01-05,2026-01-05 11:17:00.000000,VN30F1M,2023.3,2023.3,2023.2,2023.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 11:18:00.000000,VN30F1M,2022.5,2022.5,2022.4,2022.6,0.1999999999998181
2026-01-05,2026-01-05 11:19:00.000000,VN30F1M,2021.9,2021.9,2021.8000000000002,2022.0,0.1999999999998181
2026-01-05,2026-01-05 11:20:00.000000,VN30F1M,2022.3,2022.3,2022.2,2022.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 11:21:00.000000,VN30F1M,2022.5,2022.5,2022.4,2022.6,0.1999999999998181
2026-01-05,2026-01-05 11:22:00.000000,VN30F1M,2021.2,2021.2,2021.1000000000001,2021.3,0.1999999999998181
2026-01-05,2026-01-05 11:23:00.000000,VN30F1M,2020.9,2020.9,2020.8000000000002,2021.0,0.1999999999998181
2026-01-05,2026-01-05 11:24:00.000000,VN30F1M,2020.0,2020.0,2019.9,2020.1,0.1999999999998181
2026-01-05,2026-01-05 11:25:00.000000,VN30F1M,2020.5,2020.5,2020.4,2020.6,0.1999999999998181
2026-01-05,2026-01-05 11:26:00.000000,VN30F1M,2020.9,2020.9,2020.8000000000002,2021.0,0.1999999999998181
2026-01-05,2026-01-05 11:27:00.000000,VN30F1M,2021.0,2021.0,2020.9,2021.1,0.1999999999998181
2026-01-05,2026-01-05 11:28:00.000000,VN30F1M,2021.4,2021.4,2021.3000000000002,2021.5,0.1999999999998181
2026-01-05,2026-01-05 11:29:00.000000,VN30F1M,2021.0,2021.0,2020.9,2021.1,0.1999999999998181
2026-01-05,2026-01-05 13:00:00.000000,VN30F1M,2020.3,2020.3,2020.2,2020.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:01:00.000000,VN30F1M,2021.3,2021.3,2021.2,2021.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:02:00.000000,VN30F1M,2021.1,2021.1,2021.0,2021.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 13:03:00.000000,VN30F1M,2022.1,2022.1,2022.0,2022.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 13:04:00.000000,VN30F1M,2021.2,2021.2,2021.1000000000001,2021.3,0.1999999999998181
2026-01-05,2026-01-05 13:05:00.000000,VN30F1M,2020.8,2020.8,2020.7,2020.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:06:00.000000,VN30F1M,2021.4,2021.4,2021.3000000000002,2021.5,0.1999999999998181
2026-01-05,2026-01-05 13:07:00.000000,VN30F1M,2021.5,2021.5,2021.4,2021.6,0.1999999999998181
2026-01-05,2026-01-05 13:08:00.000000,VN30F1M,2023.4,2023.4,2023.3000000000002,2023.5,0.1999999999998181
2026-01-05,2026-01-05 13:09:00.000000,VN30F1M,2022.7,2022.7,2022.6000000000001,2022.8,0.1999999999998181
2026-01-05,2026-01-05 13:10:00.000000,VN30F1M,2022.3,2022.3,2022.2,2022.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:11:00.000000,VN30F1M,2021.7,2021.7,2021.6000000000001,2021.8,0.1999999999998181
2026-01-05,2026-01-05 13:12:00.000000,VN30F1M,2022.9,2022.9,2022.8000000000002,2023.0,0.1999999999998181
2026-01-05,2026-01-05 13:13:00.000000,VN30F1M,2022.2,2022.2,2022.1000000000001,2022.3,0.1999999999998181
2026-01-05,2026-01-05 13:14:00.000000,VN30F1M,2022.5,2022.5,2022.4,2022.6,0.1999999999998181
2026-01-05,2026-01-05 13:15:00.000000,VN30F1M,2022.0,2022.0,2021.9,2022.1,0.1999999999998181
2026-01-05,2026-01-05 13:16:00.000000,VN30F1M,2021.8,2021.8,2021.7,2021.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:17:00.000000,VN30F1M,2020.7,2020.7,2020.6000000000001,2020.8,0.1999999999998181
2026-01-05,2026-01-05 13:18:00.000000,VN30F1M,2021.5,2021.5,2021.4,2021.6,0.1999999999998181
2026-01-05,2026-01-05 13:19:00.000000,VN30F1M,2021.5,2021.5,2021.4,2021.6,0.1999999999998181
2026-01-05,2026-01-05 13:20:00.000000,VN30F1M,2021.7,2021.7,2021.6000000000001,2021.8,0.1999999999998181
2026-01-05,2026-01-05 13:21:00.000000,VN30F1M,2021.2,2021.2,2021.1000000000001,2021.3,0.1999999999998181
2026-01-05,2026-01-05 13:22:00.000000,VN30F1M,2021.4,2021.4,2021.3000000000002,2021.5,0.1999999999998181
2026-01-05,2026-01-05 13:23:00.000000,VN30F1M,2021.0,2021.0,2020.9,2021.1,0.1999999999998181
2026-01-05,2026-01-05 13:24:00.000000,VN30F1M,2022.0,2022.0,2021.9,2022.1,0.1999999999998181
2026-01-05,2026-01-05 13:25:00.000000,VN30F1M,2021.8,2021.8,2021.7,2021.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:26:00.000000,VN30F1M,2021.3,2021.3,2021.2,2021.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:27:00.000000,VN30F1M,2022.9,2022.9,2022.8000000000002,2023.0,0.1999999999998181
2026-01-05,2026-01-05 13:28:00.000000,VN30F1M,2023.3,2023.3,2023.2,2023.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:29:00.000000,VN30F1M,2024.8,2024.8,2024.7,2024.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:30:00.000000,VN30F1M,2026.4,2026.4,2026.3000000000002,2026.5,0.1999999999998181
2026-01-05,2026-01-05 13:31:00.000000,VN30F1M,2024.6,2024.6,2024.5,2024.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 13:32:00.000000,VN30F1M,2024.7,2024.7,2024.6000000000001,2024.8,0.1999999999998181
2026-01-05,2026-01-05 13:33:00.000000,VN30F1M,2025.1,2025.1,2025.0,2025.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 13:34:00.000000,VN30F1M,2026.5,2026.5,2026.4,2026.6,0.1999999999998181
2026-01-05,2026-01-05 13:35:00.000000,VN30F1M,2027.0,2027.0,2026.9,2027.1,0.1999999999998181
2026-01-05,2026-01-05 13:36:00.000000,VN30F1M,2027.6,2027.6,2027.5,2027.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 13:37:00.000000,VN30F1M,2026.8,2026.8,2026.7,2026.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:38:00.000000,VN30F1M,2026.1,2026.1,2026.0,2026.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 13:39:00.000000,VN30F1M,2027.5,2027.5,2027.4,2027.6,0.1999999999998181
2026-01-05,2026-01-05 13:40:00.000000,VN30F1M,2028.9,2028.9,2028.8000000000002,2029.0,0.1999999999998181
2026-01-05,2026-01-05 13:41:00.000000,VN30F1M,2030.0,2030.0,2029.9,2030.1,0.1999999999998181
2026-01-05,2026-01-05 13:42:00.000000,VN30F1M,2029.8,2029.8,2029.7,2029.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:43:00.000000,VN30F1M,2029.4,2029.4,2029.3000000000002,2029.5,0.1999999999998181
2026-01-05,2026-01-05 13:44:00.000000,VN30F1M,2029.5,2029.5,2029.4,2029.6,0.1999999999998181
2026-01-05,2026-01-05 13:45:00.000000,VN30F1M,2029.8,2029.8,2029.7,2029.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:46:00.000000,VN30F1M,2030.0,2030.0,2029.9,2030.1,0.1999999999998181
2026-01-05,2026-01-05 13:47:00.000000,VN30F1M,2030.2,2030.2,2030.1000000000001,2030.3,0.1999999999998181
2026-01-05,2026-01-05 13:48:00.000000,VN30F1M,2029.9,2029.9,2029.8000000000002,2030.0,0.1999999999998181
2026-01-05,2026-01-05 13:49:00.000000,VN30F1M,2029.8,2029.8,2029.7,2029.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:50:00.000000,VN30F1M,2031.0,2031.0,2030.9,2031.1,0.1999999999998181
2026-01-05,2026-01-05 13:51:00.000000,VN30F1M,2030.0,2030.0,2029.9,2030.1,0.1999999999998181
2026-01-05,2026-01-05 13:52:00.000000,VN30F1M,2030.3,2030.3,2030.2,2030.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:53:00.000000,VN30F1M,2030.0,2030.0,2029.9,2030.1,0.1999999999998181
2026-01-05,2026-01-05 13:54:00.000000,VN30F1M,2028.9,2028.9,2028.8000000000002,2029.0,0.1999999999998181
2026-01-05,2026-01-05 13:55:00.000000,VN30F1M,2029.0,2029.0,2028.9,2029.1,0.1999999999998181
2026-01-05,2026-01-05 13:56:00.000000,VN30F1M,2029.0,2029.0,2028.9,2029.1,0.1999999999998181
2026-01-05,2026-01-05 13:57:00.000000,VN30F1M,2029.5,2029.5,2029.4,2029.6,0.1999999999998181
2026-01-05,2026-01-05 13:58:00.000000,VN30F1M,2027.8,2027.8,2027.7,2027.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 13:59:00.000000,VN30F1M,2027.6,2027.6,2027.5,2027.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 14:00:00.000000,VN30F1M,2020.3,2020.3,2020.2,2020.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 14:01:00.000000,VN30F1M,2011.3,2011.3,2011.2,2011.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 14:02:00.000000,VN30F1M,2012.0,2012.0,2011.9,2012.1,0.1999999999998181
2026-01-05,2026-01-05 14:03:00.000000,VN30F1M,2009.1,2009.1,2009.0,2009.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 14:04:00.000000,VN30F1M,2012.7,2012.7,2012.6000000000001,2012.8,0.1999999999998181
2026-01-05,2026-01-05 14:05:00.000000,VN30F1M,2013.3,2013.3,2013.2,2013.3999999999999,0.1999999999998181
2026-01-05,2026-01-05 14:06:00.000000,VN30F1M,2015.1,2015.1,2015.0,2015.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 14:07:00.000000,VN30F1M,2013.9,2013.9,2013.8000000000002,2014.0,0.1999999999998181
2026-01-05,2026-01-05 14:08:00.000000,VN30F1M,2016.9,2016.9,2016.8000000000002,2017.0,0.1999999999998181
2026-01-05,2026-01-05 14:09:00.000000,VN30F1M,2014.6,2014.6,2014.5,2014.6999999999998,0.1999999999998181
2026-01-05,2026-01-05 14:10:00.000000,VN30F1M,2016.2,2016.2,2016.1000000000001,2016.3,0.1999999999998181
2026-01-05,2026-01-05 14:11:00.000000,VN30F1M,2017.8,2017.8,2017.7,2017.8999999999999,0.1999999999998181
2026-01-05,2026-01-05 14:12:00.000000,VN30F1M,2015.1,2015.1,2015.0,2015.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 14:13:00.000000,VN30F1M,2015.1,2015.1,2015.0,2015.1999999999998,0.1999999999998181
2026-01-05,2026-01-05 14:14:00.000000,VN30F1M,2015.6,2015.6,2015.5,2015.6999999999998,0.1999999999998181
